no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets_Sum
2,1,1,9100000,24200000,16,685,1,67700000
1,1,0,7400000,17900000,6,460,0,34800000
1,0,1,8300000,28400000,16,704,1,41400000
1,1,1,7600000,23900000,12,692,1,44700000
1,0,1,3500000,9600000,4,398,0,20200000
5,1,1,1000000,3500000,18,882,1,4900000
5,1,1,9900000,25900000,4,860,1,51400000
2,1,1,5700000,15100000,18,330,0,32500000
5,1,0,700000,2400000,16,447,0,5400000
0,0,1,9600000,23800000,12,788,1,55900000
1,0,0,9300000,28900000,6,526,0,43400000
0,1,0,9500000,28400000,18,577,1,60800000
4,1,1,8700000,23400000,16,372,0,50300000
5,1,1,7300000,21000000,14,759,1,54600000
3,1,1,4100000,12700000,10,465,0,25600000
2,1,0,2900000,10200000,4,789,1,15000000
3,1,1,7500000,17900000,2,680,1,50100000
1,1,0,7900000,25700000,20,681,1,44800000
1,1,1,6900000,22300000,16,673,1,47800000
0,0,0,6900000,22900000,10,313,0,49100000
0,0,0,4800000,18800000,16,551,1,40100000
5,1,1,7700000,24400000,8,453,0,41100000
3,0,0,6900000,22700000,4,650,1,36200000
1,0,0,1200000,4500000,4,439,1,9100000
1,1,0,2900000,9600000,4,658,1,22200000
4,1,1,5500000,18900000,6,379,0,44600000
4,1,1,3200000,10700000,4,450,1,20300000
5,0,0,2600000,8200000,4,849,1,21000000
0,1,0,500000,1600000,18,865,1,3000000
0,1,0,1800000,6900000,10,853,0,6700000
0,0,0,1300000,4900000,12,555,1,9400000
1,0,0,9900000,20700000,20,821,1,70100000
0,0,0,2000000,4700000,2,820,1,14300000
1,0,0,5100000,15300000,4,721,1,34300000
4,1,1,8200000,24000000,20,831,1,56200000
5,0,0,4200000,12600000,18,571,1,30000000
2,0,1,1300000,4900000,8,582,1,9000000
1,0,1,4600000,13600000,18,487,0,40600000
1,0,0,6600000,19700000,12,758,1,48700000
2,1,1,8300000,30100000,16,636,1,50600000
0,1,0,6900000,20700000,16,857,1,54200000
4,1,1,4700000,12500000,8,678,1,30700000
1,1,0,7900000,15800000,8,551,1,31300000
3,0,0,8800000,24900000,16,668,1,74400000
1,1,0,6500000,23400000,2,672,1,39700000
3,0,0,3500000,13700000,4,439,1,25400000
2,0,1,8200000,19600000,16,636,1,53300000
0,0,1,2000000,6000000,14,393,0,11700000
5,0,0,2700000,8200000,2,848,1,15700000
0,1,1,5300000,17600000,4,790,1,39600000
2,0,0,9900000,19900000,6,312,0,66000000
2,0,1,5000000,19500000,14,775,1,24200000
2,0,0,9100000,18600000,20,403,0,59600000
3,0,1,7600000,26400000,14,867,1,45200000
0,1,0,5200000,17800000,18,558,1,29800000
5,1,0,1800000,6000000,4,548,1,12900000
0,0,0,7300000,28200000,16,486,0,48200000
4,1,0,3200000,11600000,6,635,1,18300000
5,1,0,5200000,20700000,2,538,1,23400000
4,0,0,7100000,28200000,14,496,0,49500000
4,1,1,1400000,4800000,6,411,0,7700000
4,0,0,2700000,10700000,6,857,1,22600000
5,1,1,6500000,18100000,10,360,0,52600000
4,1,0,9300000,35900000,18,461,0,60100000
0,1,1,6700000,14900000,16,638,1,40600000
5,1,0,6800000,19300000,6,865,1,44100000
5,0,0,5600000,13600000,4,449,0,34700000
1,0,1,1900000,4700000,2,870,1,13200000
5,0,0,8400000,19500000,6,815,1,39000000
2,0,1,2500000,7200000,16,454,0,14400000
1,0,1,2900000,9900000,18,783,1,15000000
3,1,1,3200000,7400000,2,543,0,23900000
4,0,1,3000000,10900000,2,786,1,22100000
3,1,1,800000,2500000,20,395,0,3900000
2,0,1,400000,1300000,2,885,1,2100000
2,0,0,4400000,10600000,20,488,0,31000000
2,0,1,8700000,19900000,10,829,1,46600000
4,0,0,7400000,15400000,6,677,1,71800000
4,0,1,5700000,14400000,12,645,1,40700000
5,0,1,9700000,27600000,10,788,1,54900000
2,0,0,7000000,22400000,6,649,1,48800000
2,0,0,8900000,23100000,4,519,0,53200000
3,1,1,3100000,11200000,14,772,1,19600000
4,1,0,2200000,6100000,12,330,0,15600000
5,0,1,7100000,21500000,4,557,1,47300000
4,1,1,8200000,19000000,6,334,0,70100000
3,1,1,9800000,28400000,12,487,0,66200000
2,1,1,3900000,9700000,8,539,0,25000000
2,1,1,2200000,8100000,8,710,1,11700000
5,0,1,600000,1700000,20,879,1,4200000
4,0,1,6900000,22000000,10,512,0,39700000
2,1,1,7400000,27300000,18,561,1,49700000
3,0,1,4000000,11600000,6,539,0,25300000
3,0,1,700000,2000000,18,544,0,4000000
2,0,1,1900000,4600000,16,631,1,13100000
2,1,0,2200000,6800000,20,546,0,11500000
1,1,1,2000000,5600000,14,569,1,15600000
4,0,0,7400000,17900000,6,384,0,52800000
2,0,1,2300000,9000000,6,583,1,15200000
5,0,1,4000000,15500000,12,517,0,16200000
3,1,1,1500000,5800000,18,420,0,8200000
2,0,1,5200000,12900000,18,644,1,24900000
2,1,0,5400000,14500000,8,349,0,43300000
3,1,0,7700000,25300000,18,662,1,43800000
0,0,1,1900000,6400000,20,704,1,11500000
4,0,1,6400000,15500000,2,324,0,47900000
5,1,0,700000,1700000,18,757,1,4800000
3,1,1,5800000,23000000,16,361,0,41900000
1,1,0,1800000,5400000,4,415,1,13800000
5,1,1,4300000,13800000,18,618,1,26800000
4,1,0,8000000,27100000,8,524,0,61800000
0,0,0,1100000,4100000,18,887,1,5600000
2,0,1,8800000,31100000,12,729,1,46000000
4,1,0,4800000,18600000,14,774,1,35800000
0,0,1,200000,700000,20,724,1,1400000
5,1,1,1400000,2700000,16,320,0,8100000
5,1,0,2500000,6400000,16,590,1,16400000
5,1,0,8100000,25300000,8,796,1,57800000
0,1,1,6100000,19200000,6,890,1,44100000
0,0,1,2000000,4600000,16,651,1,13300000
4,0,0,4800000,10100000,12,634,1,31400000
4,1,1,900000,2800000,2,660,1,5900000
4,0,0,1300000,3500000,12,512,0,8600000
4,0,1,4200000,9100000,2,900,1,28800000
2,1,1,3300000,11100000,20,823,1,20700000
2,0,1,8700000,28400000,12,880,1,33600000
1,0,1,800000,2600000,2,439,1,2800000
5,1,1,7400000,17100000,2,441,0,47700000
3,0,0,6900000,18500000,6,360,0,42400000
1,1,1,8800000,33700000,14,561,1,54900000
2,1,1,8600000,32500000,4,758,1,46400000
2,1,0,5400000,20600000,18,621,1,30500000
4,1,1,2900000,5900000,18,621,1,15300000
3,1,0,9800000,21000000,12,342,0,75900000
4,1,0,3300000,10800000,4,552,1,17000000
0,0,0,300000,500000,18,376,0,1400000
0,1,0,1500000,4300000,12,801,1,11000000
3,0,1,5400000,16300000,4,512,1,24100000
0,1,0,6600000,15200000,18,497,0,32200000
0,1,0,5700000,17200000,8,386,0,28600000
3,0,1,8500000,26100000,2,683,1,46800000
0,1,0,7400000,24100000,16,779,1,37500000
3,0,1,7800000,17700000,6,876,1,66700000
3,1,1,7200000,16500000,18,515,0,42000000
2,0,0,7600000,19300000,12,463,0,32500000
4,0,1,7000000,26700000,4,486,1,47600000
0,0,0,5700000,13000000,6,328,0,44200000
2,0,0,8200000,30600000,10,343,0,45200000
0,1,1,9000000,27800000,8,712,1,37800000
3,0,0,3900000,11900000,6,607,1,23400000
0,1,0,6500000,16200000,4,812,1,54300000
4,0,1,2300000,7700000,16,589,1,19000000
1,0,0,5700000,21800000,18,657,1,42300000
4,0,0,800000,2800000,12,453,0,5300000
4,0,1,8400000,19700000,14,889,1,62300000
1,1,1,4300000,17200000,4,564,1,30700000
1,0,1,300000,900000,20,419,0,1700000
1,1,0,8700000,34000000,16,663,1,42000000
1,0,0,4400000,12100000,4,884,1,37300000
1,1,1,5600000,16800000,16,528,0,30200000
2,1,0,600000,1300000,12,475,0,4100000
4,0,1,2500000,5100000,20,695,1,15400000
5,0,0,3800000,10500000,10,759,1,21900000
2,0,0,2500000,9600000,4,636,1,11200000
3,0,1,5500000,20400000,10,546,0,36300000
5,1,1,4500000,17100000,2,639,1,36600000
4,0,0,1900000,4000000,10,388,0,8400000
5,1,1,6400000,20000000,12,594,1,24200000
1,0,1,3800000,11100000,6,760,1,18300000
4,0,1,6300000,16900000,16,582,1,49300000
3,0,0,300000,600000,6,896,1,1700000
5,0,1,7100000,21800000,18,891,1,30600000
2,0,1,600000,1700000,2,495,0,3600000
3,1,1,4400000,15300000,16,865,1,28000000
4,0,0,7600000,20800000,12,775,1,41100000
5,1,1,8700000,26400000,10,318,0,47100000
3,1,1,5600000,12700000,12,395,0,45900000
4,0,0,4100000,13100000,14,772,1,29700000
2,0,1,7900000,16100000,18,318,0,59400000
3,0,1,5600000,20900000,14,649,1,35900000
3,0,0,1200000,3100000,10,438,0,8600000
5,1,0,6900000,19700000,6,588,1,41700000
5,0,0,2700000,5600000,2,815,1,12800000
4,1,1,9800000,22100000,4,364,0,61700000
2,0,0,9300000,32300000,4,586,1,68100000
4,0,0,6700000,25300000,12,555,1,48900000
4,1,0,1300000,4600000,10,312,0,6300000
2,1,1,7900000,17100000,16,605,1,65600000
5,0,0,6700000,23200000,18,672,1,34500000
2,0,1,2100000,4500000,18,591,1,10000000
4,1,1,4700000,11000000,4,321,0,26700000
2,1,0,3700000,13400000,16,393,0,24700000
0,1,1,5800000,21800000,2,561,1,30800000
5,1,1,2400000,6900000,20,725,1,13300000
1,0,1,8100000,27600000,16,438,0,51700000
5,1,1,5400000,21400000,12,399,0,32900000
0,1,0,1400000,5400000,8,592,1,9600000
2,0,0,2500000,8600000,8,835,1,15500000
0,0,1,1600000,5300000,4,733,1,9100000
0,0,0,3700000,10600000,20,484,0,24500000
5,0,1,500000,1800000,20,615,1,2600000
3,0,1,5300000,19500000,4,591,1,45600000
0,1,1,2800000,6800000,12,349,0,18600000
1,1,1,9600000,29900000,18,478,0,81300000
4,1,0,2200000,7800000,20,633,1,14200000
1,0,1,8400000,30900000,8,378,0,56600000
1,0,0,2100000,5300000,20,461,0,15100000
2,0,1,2800000,7000000,2,834,1,12800000
0,0,0,2500000,5800000,20,671,1,17400000
3,1,1,1700000,5800000,10,524,0,14400000
3,1,0,6100000,20700000,4,816,1,50400000
3,1,0,4100000,11700000,10,729,1,30600000
5,0,1,4500000,12700000,8,307,0,30100000
2,1,1,5600000,19100000,8,350,0,22300000
3,0,1,5800000,16600000,10,444,0,42700000
4,0,0,8600000,26700000,10,895,1,40500000
2,1,0,2900000,10500000,20,708,1,16800000
2,0,1,8300000,17600000,2,355,0,36900000
5,0,0,2400000,5100000,6,756,1,10400000
4,1,0,5600000,12000000,4,719,1,26400000
1,1,1,9500000,35400000,14,439,0,35300000
4,0,1,4900000,15900000,10,668,1,36800000
4,0,1,5900000,16500000,2,765,1,45900000
5,1,1,500000,1500000,4,476,1,2200000
3,1,0,7000000,21700000,14,781,1,42800000
1,0,0,3500000,12700000,4,350,1,26700000
0,1,0,5200000,12200000,16,783,1,23500000
3,1,1,6300000,19900000,12,770,1,22900000
2,0,0,8400000,28300000,10,822,1,55200000
1,0,1,7500000,22500000,14,469,0,42600000
2,1,0,3300000,13000000,16,300,0,21900000
2,0,0,8800000,22400000,14,692,1,56300000
5,1,0,200000,700000,18,707,1,700000
5,0,1,8000000,29100000,4,658,1,52600000
3,1,0,1000000,4000000,6,625,1,4100000
1,1,0,9400000,26700000,10,343,0,51900000
5,1,0,2100000,7300000,18,358,0,16300000
4,1,1,5400000,11500000,20,705,1,38000000
2,1,1,4700000,15100000,8,799,1,27600000
3,1,0,8800000,33700000,12,397,0,64300000
5,1,0,3200000,12200000,6,493,0,22700000
0,1,1,7200000,21900000,4,446,1,60700000
2,0,1,2500000,7200000,16,315,0,16500000
5,0,1,6900000,15700000,14,887,1,48800000
5,1,1,5700000,20500000,16,429,0,31000000
4,1,1,5500000,15100000,18,673,1,39600000
4,0,1,9200000,29100000,10,731,1,63600000
5,1,1,5700000,11500000,2,732,1,40400000
5,1,1,5000000,16400000,14,525,0,40700000
4,0,0,2300000,5500000,6,343,0,12000000
0,0,1,3000000,11000000,16,331,0,21500000
0,0,0,7900000,26200000,18,845,1,62600000
2,1,0,2000000,6200000,16,696,1,11400000
5,0,0,2700000,8700000,14,772,1,16300000
3,1,1,6400000,15800000,18,628,1,39700000
0,0,1,8200000,19100000,2,764,1,56300000
1,1,0,2800000,6900000,14,553,1,16300000
1,0,0,8900000,20000000,2,653,1,41000000
1,0,0,5100000,20000000,4,506,1,43800000
3,1,0,2800000,8500000,20,431,0,17900000
2,0,1,6100000,12300000,18,697,1,39300000
2,0,0,8400000,24500000,6,588,1,45600000
1,0,0,1600000,5600000,6,846,1,9200000
5,1,0,4100000,11000000,14,379,0,21800000
1,0,0,300000,700000,10,745,1,1000000
3,1,0,9600000,34500000,20,523,0,58300000
4,1,1,8300000,25400000,4,624,1,57100000
1,1,0,4600000,16700000,16,407,0,31600000
3,0,1,5600000,11600000,12,756,1,31300000
3,1,1,4100000,8300000,16,351,0,19400000
3,0,0,3700000,13400000,18,373,0,18600000
4,0,1,800000,2400000,2,461,1,5200000
4,1,0,8100000,28100000,12,672,1,41500000
2,1,1,2700000,9500000,10,434,0,14100000
2,0,1,7000000,21400000,12,541,0,34400000
3,0,1,8100000,29300000,2,413,1,55100000
1,1,0,3200000,7600000,4,592,1,17200000
4,0,1,400000,1400000,10,665,1,2300000
1,1,0,7800000,23900000,4,313,1,51800000
0,0,0,5800000,19600000,14,673,1,44800000
0,0,1,2600000,6000000,8,382,0,13700000
5,0,0,5400000,21100000,12,661,1,51700000
3,1,1,600000,1700000,4,576,1,3100000
1,1,0,600000,1200000,14,443,0,4700000
5,1,1,9500000,21700000,16,307,0,68400000
4,1,1,1900000,4800000,12,656,1,10200000
1,1,1,9800000,21200000,4,885,1,82500000
3,1,0,7800000,16600000,20,896,1,59200000
5,0,0,4900000,14100000,2,802,1,29600000
3,1,1,8300000,22700000,2,650,1,43400000
4,0,1,3900000,8900000,10,665,1,27800000
2,1,0,9000000,35700000,12,339,0,52100000
1,0,0,9600000,32400000,20,447,0,58300000
5,0,1,1000000,2400000,18,613,1,6100000
5,1,0,2800000,7200000,16,424,0,15200000
2,0,0,8300000,20800000,6,667,1,55600000
4,0,1,6900000,18300000,18,715,1,31300000
5,0,1,3800000,9100000,18,654,1,26200000
2,0,0,8000000,17800000,20,549,0,50300000
4,1,1,9800000,29700000,4,373,1,64400000
0,1,1,2900000,7200000,16,332,0,20500000
4,1,0,7900000,31500000,20,534,0,48900000
3,0,0,4600000,17900000,8,396,0,29600000
2,1,0,1000000,3700000,18,892,1,6500000
5,1,0,9000000,21300000,14,602,1,57500000
0,1,1,9400000,36100000,10,615,1,61500000
5,1,1,7400000,23300000,20,482,0,55200000
0,1,0,6600000,20100000,16,397,0,51800000
0,0,0,1300000,3400000,10,464,0,6300000
0,1,1,1100000,3400000,14,832,1,9400000
5,1,0,9200000,34800000,12,802,1,65300000
2,1,0,7000000,23900000,18,628,1,52400000
4,1,0,5100000,18800000,10,694,1,29300000
1,0,1,3200000,9300000,20,741,1,16500000
1,0,1,3700000,10900000,14,748,1,23800000
5,1,0,3600000,12800000,4,320,1,20900000
1,1,0,5600000,11700000,10,774,1,34900000
0,0,1,9500000,32000000,2,500,1,48100000
4,0,0,1500000,4000000,18,706,1,8800000
4,0,0,7400000,18300000,10,601,1,63900000
2,1,0,6000000,17400000,16,806,1,27600000
0,1,1,3000000,9600000,6,644,1,18100000
4,1,1,6000000,12900000,14,723,1,20000000
5,1,1,600000,1500000,12,509,0,4400000
0,1,0,1800000,6600000,4,898,1,8500000
2,1,1,5500000,12000000,2,567,1,30400000
1,1,0,1000000,2100000,6,715,1,6500000
2,0,1,1700000,3500000,10,854,1,12500000
1,1,1,3400000,12300000,8,523,0,21700000
1,1,1,9600000,35900000,8,534,0,79500000
0,0,1,2600000,7600000,18,470,0,9800000
1,1,0,1600000,3500000,18,619,1,11100000
0,1,1,4300000,12800000,20,572,1,27900000
3,1,0,1400000,3500000,16,365,0,9300000
0,0,0,8000000,18000000,16,791,1,58200000
4,0,1,5000000,18100000,12,424,0,27800000
5,1,0,4500000,10200000,12,726,1,33200000
1,1,0,3400000,9900000,2,736,1,23800000
5,1,1,5700000,12800000,14,488,0,33300000
2,0,1,2600000,7600000,10,400,0,22900000
0,1,1,4500000,12200000,20,311,0,31300000
2,0,1,5100000,16800000,2,504,1,30600000
4,0,1,5100000,18600000,20,312,0,37600000
5,1,1,1700000,6500000,14,587,1,10000000
1,0,0,5200000,10500000,20,317,0,35600000
4,0,0,8400000,29000000,2,463,1,40600000
1,0,1,9000000,34000000,16,842,1,51900000
4,1,1,3400000,11800000,20,616,1,21100000
1,0,0,5400000,19400000,8,800,1,29400000
0,1,1,700000,2100000,12,813,1,4200000
2,1,0,7600000,24800000,12,564,1,51600000
2,0,0,5000000,14700000,12,837,1,25900000
5,0,1,2500000,9400000,16,735,1,13400000
4,0,1,2000000,5200000,16,724,1,16400000
5,0,0,9000000,23900000,12,658,1,48500000
5,1,0,8300000,31800000,16,858,1,70500000
0,0,1,3100000,8500000,8,614,1,20600000
2,1,1,8500000,25600000,16,714,1,49100000
2,1,1,1200000,4600000,20,605,1,10300000
4,1,1,2800000,5500000,8,875,1,20200000
5,1,1,2800000,10900000,6,359,0,18900000
5,1,1,6500000,24100000,6,441,0,44200000
4,1,0,8700000,25200000,18,790,1,60900000
1,0,1,5400000,13600000,4,821,1,45800000
2,0,0,8600000,33300000,16,375,0,67500000
3,1,0,4700000,9600000,10,545,0,29700000
5,0,1,1100000,3900000,4,891,1,5600000
0,1,0,6400000,14000000,8,486,0,45400000
0,1,0,4300000,9900000,4,696,1,33600000
5,0,1,2900000,11100000,4,683,1,18300000
5,0,0,9600000,27100000,8,594,1,70200000
3,0,1,900000,2500000,20,529,0,5100000
5,0,0,8100000,26300000,4,429,1,41200000
0,0,1,8800000,25000000,4,400,0,48300000
0,1,0,8800000,17500000,4,848,1,70300000
1,0,0,6400000,21500000,6,489,0,32700000
2,1,0,2900000,6600000,10,326,0,21600000
5,1,0,1600000,6100000,8,663,1,12300000
1,0,0,1600000,5100000,18,729,1,11600000
2,1,1,3100000,10700000,4,398,1,15500000
2,0,1,5600000,16700000,14,856,1,30500000
3,1,1,8100000,19900000,20,347,0,72500000
3,0,0,9100000,19300000,12,696,1,77300000
0,1,1,5500000,17100000,8,353,0,22900000
1,1,1,9700000,34300000,20,756,1,75100000
4,1,0,2300000,5400000,16,490,0,17500000
1,0,1,5600000,18000000,10,531,0,43700000
2,0,1,4500000,16600000,4,679,1,30100000
1,1,1,500000,1800000,8,877,1,2000000
0,1,0,4200000,11000000,20,817,1,26900000
1,0,0,9100000,23300000,18,792,1,57900000
4,1,1,3200000,12800000,18,664,1,19400000
4,1,1,6200000,21300000,16,882,1,32300000
3,0,1,2500000,7700000,10,768,1,15500000
0,1,0,9100000,27100000,12,787,1,71500000
3,1,1,500000,900000,12,538,0,2500000
4,0,0,6900000,18000000,8,347,0,52700000
0,1,1,1800000,5200000,16,317,0,11700000
0,1,1,4000000,14500000,2,713,1,28000000
1,0,0,3900000,12300000,10,683,1,15800000
2,0,1,8000000,28100000,18,765,1,60400000
5,1,0,900000,3200000,10,803,1,6400000
0,1,1,8200000,29700000,6,405,0,34300000
5,1,0,2300000,4900000,4,529,0,21300000
5,1,1,6900000,19400000,6,801,1,42000000
3,0,0,8800000,30700000,12,707,1,55900000
1,1,0,2600000,7200000,8,349,0,19700000
1,1,0,3700000,8700000,20,885,1,23200000
2,1,1,6200000,23800000,4,489,1,35000000
3,1,1,1000000,2600000,6,341,0,9300000
1,0,0,6000000,20000000,12,637,1,43700000
1,0,1,9100000,31400000,4,304,1,70600000
1,1,0,1700000,6700000,16,537,0,11800000
5,0,1,1700000,4600000,12,503,0,9100000
1,1,0,7100000,14300000,12,720,1,40800000
5,1,0,9400000,36800000,10,509,0,56800000
5,0,0,6200000,16400000,6,360,0,36800000
1,1,0,8300000,31800000,16,818,1,71500000
1,1,1,8900000,21200000,8,716,1,46300000
1,1,1,6500000,14800000,12,360,0,27900000
3,1,1,8100000,26700000,10,895,1,41900000
2,0,0,4900000,13500000,8,328,0,40300000
4,1,0,9100000,26600000,2,812,1,78700000
3,1,1,9000000,33100000,16,456,0,63900000
4,1,1,1300000,3900000,16,566,1,5900000
1,0,0,6700000,25000000,20,598,1,38800000
5,0,0,3200000,9300000,6,656,1,27100000
0,0,0,7500000,28700000,2,895,1,34800000
3,1,0,4900000,12800000,14,653,1,28500000
1,0,1,700000,1800000,16,641,1,5000000
2,1,0,6400000,16500000,8,544,0,39000000
0,0,1,3900000,14100000,20,811,1,25100000
4,1,0,9700000,26900000,10,460,0,56000000
5,1,1,3600000,12500000,12,795,1,29200000
2,1,1,3400000,10300000,4,745,1,22800000
0,0,0,9800000,20100000,16,606,1,53000000
1,0,0,5100000,14200000,6,451,0,30700000
4,1,1,5900000,11800000,8,479,0,31800000
5,1,0,1200000,2400000,14,495,0,9000000
2,0,0,9700000,30200000,14,769,1,71200000
5,0,1,4700000,11800000,4,639,1,19200000
5,1,0,4200000,12500000,18,723,1,20500000
4,1,0,9300000,26100000,16,623,1,54000000
3,0,1,5300000,20800000,6,487,0,35800000
0,1,0,7600000,30100000,2,743,1,66600000
2,1,0,6200000,16900000,12,754,1,29700000
0,1,0,8900000,21600000,10,552,1,44800000
4,0,1,7900000,27300000,10,560,1,76900000
1,1,1,3500000,10800000,14,632,1,23500000
2,1,0,5300000,16700000,18,339,0,24000000
2,0,0,1400000,3100000,4,881,1,10200000
1,0,1,9100000,23600000,20,535,0,51300000
4,0,0,4400000,17200000,4,563,1,23400000
5,0,0,2800000,8200000,14,615,1,20100000
3,0,0,1300000,3300000,8,795,1,8400000
4,1,0,8400000,28700000,14,878,1,64200000
5,1,1,5300000,14000000,6,633,1,35200000
2,1,0,6000000,13900000,4,533,0,31300000
2,0,1,2100000,6800000,12,795,1,17600000
0,0,0,4300000,11000000,4,374,0,28400000
4,0,1,7300000,22900000,12,848,1,41800000
2,1,0,5200000,16200000,12,890,1,39800000
3,1,0,4700000,9800000,14,444,0,28000000
4,1,0,7800000,28500000,4,803,1,57700000
3,1,1,500000,1900000,18,618,1,1900000
1,0,1,6000000,20300000,14,845,1,45200000
4,1,0,4800000,10800000,12,833,1,30500000
3,1,1,8900000,19300000,12,767,1,46600000
1,1,1,1800000,4000000,16,747,1,6400000
2,1,0,3000000,7000000,4,588,1,24000000
4,0,0,7700000,24500000,20,582,1,52000000
1,0,0,8300000,20400000,14,348,0,51900000
4,0,0,4200000,9400000,4,726,1,39700000
4,1,1,8000000,31200000,6,482,0,59200000
2,1,1,9400000,30000000,16,565,1,42300000
1,1,0,800000,2400000,16,872,1,6400000
0,1,1,500000,1300000,4,825,1,2600000
2,1,1,6100000,22300000,8,694,1,57200000
3,1,1,8500000,30800000,20,448,0,55200000
5,1,1,7600000,18000000,12,452,0,40700000
3,0,0,8700000,17900000,12,897,1,64000000
4,0,0,9400000,20200000,10,803,1,65000000
1,0,1,400000,900000,8,828,1,2900000
0,1,0,2700000,7500000,6,832,1,21400000
1,0,1,2300000,5500000,6,861,1,9200000
0,1,0,7500000,15900000,2,535,0,51300000
4,0,1,7100000,19400000,16,363,0,47100000
1,0,1,8800000,28600000,8,631,1,56900000
2,0,0,8400000,20700000,6,513,0,43600000
0,1,1,4700000,16200000,16,317,0,25000000
1,1,0,6900000,19500000,2,809,1,48900000
3,0,0,2400000,8200000,10,531,0,16400000
1,0,1,1600000,4800000,14,544,0,9800000
0,1,0,3500000,7800000,14,366,0,28000000
0,0,0,3700000,12700000,14,797,1,18400000
1,0,0,3200000,12000000,16,597,1,18600000
2,0,1,7000000,22500000,12,632,1,42400000
5,0,0,9300000,28300000,12,741,1,58100000
0,0,0,200000,800000,20,331,0,900000
4,1,0,6900000,16500000,8,426,0,36400000
3,0,0,9000000,26500000,8,533,0,63300000
1,0,0,6900000,22700000,16,394,0,44200000
0,1,0,7500000,25100000,14,877,1,60000000
5,0,0,9200000,28000000,8,527,0,57200000
1,1,0,4600000,12700000,8,468,0,28800000
4,1,1,5000000,19600000,18,611,1,36800000
2,1,0,4500000,17200000,6,832,1,28800000
0,1,0,7900000,22700000,18,508,0,54100000
5,0,0,5100000,13500000,20,840,1,25900000
4,1,0,3700000,7600000,14,794,1,33400000
1,0,0,5300000,17800000,12,889,1,37500000
4,0,0,200000,500000,16,765,1,1400000
3,1,1,9000000,18600000,16,518,0,75200000
3,0,0,6900000,17100000,4,694,1,43300000
2,0,0,700000,2300000,8,663,1,5000000
0,1,0,2500000,8900000,2,662,1,18800000
0,0,0,4600000,14400000,14,642,1,34700000
4,1,0,1000000,3900000,10,701,1,8100000
4,0,1,9200000,30100000,6,632,1,70700000
3,1,1,2200000,4400000,2,861,1,10700000
4,1,1,9700000,33300000,12,784,1,74800000
0,1,1,5500000,18200000,4,332,1,34100000
4,0,1,1300000,3400000,2,763,1,10500000
1,0,1,7900000,19100000,2,593,1,66900000
2,0,0,4300000,8800000,6,512,0,33300000
0,0,0,3800000,13300000,6,655,1,20800000
3,0,0,8700000,24700000,8,369,0,40700000
3,1,0,1300000,3100000,14,348,0,6600000
1,0,1,6800000,16800000,10,736,1,34000000
1,0,0,9100000,24000000,20,353,0,71300000
0,1,0,3000000,11300000,16,478,0,19400000
0,0,1,1200000,3000000,4,827,1,7600000
1,0,1,5000000,16900000,12,517,0,24600000
5,1,1,9700000,24700000,18,648,1,47700000
2,0,1,7000000,23800000,10,689,1,37300000
1,1,0,4100000,9100000,20,550,1,30700000
0,1,1,5300000,12900000,20,826,1,39500000
1,0,0,7300000,19200000,14,599,1,43400000
1,1,0,6500000,18500000,16,815,1,33700000
4,1,1,600000,1400000,4,761,1,3700000
3,0,1,5200000,15000000,20,432,0,32600000
4,0,1,2800000,9200000,18,442,0,20300000
1,1,1,7800000,23300000,6,620,1,35400000
2,1,0,3000000,6500000,4,476,0,19100000
4,1,0,9300000,34900000,6,837,1,58100000
3,0,1,5100000,18000000,6,510,0,44800000
4,0,1,4300000,16100000,18,849,1,33900000
3,1,0,1100000,2100000,8,737,1,8300000
2,1,0,6500000,16200000,10,809,1,40500000
3,0,0,6400000,23000000,8,520,0,43300000
2,0,0,7400000,22500000,16,834,1,40700000
4,1,0,8700000,32100000,8,397,0,65400000
0,0,0,9200000,24700000,14,438,0,52100000
1,1,1,6200000,19700000,18,820,1,34900000
1,0,0,1200000,4600000,20,323,0,7700000
1,0,1,7000000,20300000,14,837,1,35100000
5,1,1,3800000,10100000,2,571,1,29900000
0,1,0,4900000,16300000,14,479,0,29300000
2,1,1,7800000,22100000,6,533,0,44500000
1,0,1,7400000,17200000,8,899,1,46800000
1,0,0,7000000,26600000,16,460,0,56100000
1,0,0,4900000,12500000,2,636,1,39500000
3,0,0,5800000,20600000,20,434,0,40700000
5,0,0,2000000,6900000,18,516,0,16100000
4,1,0,8300000,24600000,2,382,0,25900000
0,1,1,1000000,2800000,12,616,1,6000000
3,1,0,5500000,11600000,6,745,1,35600000
5,1,0,1400000,3400000,6,697,1,8700000
4,1,0,3700000,12300000,6,364,0,28200000
2,0,1,2100000,6900000,2,566,1,11300000
4,0,0,6200000,21900000,12,462,0,36300000
0,0,0,9300000,31900000,2,331,1,50000000
3,0,1,5100000,10300000,12,839,1,37000000
0,1,1,7000000,14000000,4,702,1,41100000
3,1,1,5300000,17900000,2,580,1,31800000
3,1,0,900000,2800000,10,560,1,6200000
4,0,1,9400000,25700000,14,845,1,70100000
4,0,1,2600000,8500000,4,392,1,17300000
2,1,0,1500000,4900000,16,387,0,7300000
1,1,1,1800000,6300000,12,749,1,10900000
3,1,1,7800000,20000000,14,727,1,37700000
3,1,1,2100000,7400000,14,656,1,14000000
0,0,1,8300000,17500000,20,643,1,57600000
